phenotype	description	N	N_case	N_control	prevelence	mean_chi2	lambdaGC	intercept	intercept_se	intercept_z	intercept_p	ratio	ratio_se	h2_observed	h2_observed_se	h2_liability	h2_liability_se	h2_z	h2_p	base::Prop_SNPs
20002_1534	Non-cancer illness code, self-reported: back pain	337159	1788	335371	0.00530314	1.00308788317	0.996700100686	1.0056217127	0.00903961527847	0.621897340223	0.267004687089	1.820571692825811	2.9274473053274077	-0.00022085485064	0.00236227853868	-0.00501771516469	0.0536698234719	-0.0934922986531	0.537243766159	1.0
20002_1573	Non-cancer illness code, self-reported: shingles	337159	289	336870	0.000857162	0.995007926637	0.991161457684	0.999395972796	0.00736328484484	-0.082032301737	0.532689486531	NA	NA	-0.00104092903278	0.00200517977849	-0.104375327522	0.20106202203	-0.519120052946	0.698161487364	1.0
20002_1649	Non-cancer illness code, self-reported: fracture shaft of femur	337159	195	336964	0.000578362	1.00380519522	1.00453391976	0.986517949831	0.00871167923772	-1.54758339937	0.939138684619	-3.543063992448495	2.289417160905532	0.00177532153568	0.00232501038973	0.248189211675	0.325035484651	0.763575742942	0.222560054619	1.0
20002_1114	Non-cancer illness code, self-reported: bronchiectasis	337159	823	336336	0.00244098	1.0171697436	1.01259533482	1.00553457807	0.00843802653822	0.655909061819	0.255941318653	0.32234482932279185	0.49144744002883906	0.00227357742549	0.00211303525226	0.0959746964252	0.0891977174814	1.07597704443	0.14096876149	1.0
20002_1421	Non-cancer illness code, self-reported: meniere's disease	337159	962	336197	0.00285325	1.01266722452	1.01302805224	1.00866134731	0.00839050143848	1.0322800584	0.150970470072	0.6837604640157693	0.6623788364890626	0.000994643241744	0.00229015847	0.0370058254702	0.085205630605	0.434311972195	0.33203095557	1.0
20002_1623	Non-cancer illness code, self-reported: tennis elbow / lateral epicondylitis	337159	179	336980	0.000530907	0.999496356805	1.00196772011	0.988679931856	0.00806438670972	-1.40371097663	0.919797533754	NA	NA	0.00129767071304	0.00206661906413	0.195106351921	0.31071866103	0.627919646907	0.265028289893	1.0
20002_1251	Non-cancer illness code, self-reported: spinal cord disorder	337159	329	336830	0.000975801	1.01316383848	1.01424911189	1.00252448451	0.00846214592473	0.298326752344	0.382726893977	0.19177419374059337	0.6428327068679459	0.000916403903217	0.00226213147046	0.0824225577396	0.203459043643	0.405106385364	0.34269965653	1.0
20002_1408	Non-cancer illness code, self-reported: alcohol dependency	337159	475	336684	0.00140883	1.01990206176	1.01900450236	0.999217835681	0.00886440022018	-0.0882365754111	0.53515567615	-0.039300667831639075	0.44540110094417523	0.00255203092402	0.00215919698683	0.169066877871	0.14304242548	1.18193520072	0.118615706707	1.0
20002_1385	Non-cancer illness code, self-reported: allergy or anaphylactic reaction to food	337159	1484	335675	0.00440148	1.01403825163	1.01463887127	1.01417827775	0.00885363800126	1.60140698671	0.0546434031433	1.0099746129676048	0.630679534528337	-0.00145559342291	0.00226858369547	-0.0382994939238	0.0596908491701	-0.641630910872	0.73944357107	1.0
20002_1112	Non-cancer illness code, self-reported: chronic obstructive airways disease/copd	337159	1179	335980	0.00349687	1.03139150652	1.03246192353	0.994396143243	0.00836201684405	-0.670156119232	0.748620863299	-0.17851506277179763	0.2663783223771095	0.00602045547129	0.00218740068425	0.190228654467	0.0691154167535	2.75233317546	0.00295861429818	1.0
20002_1087	Non-cancer illness code, self-reported: leg claudication/ intermittent claudication	337159	257	336902	0.000762252	1.00813295444	1.01621509844	0.990533049569	0.00819462342526	-1.15526363321	0.876008758232	-1.1640235417695715	1.0075826056574908	0.00234639614472	0.00206350082693	0.259699100716	0.228388249906	1.13709484101	0.127749320186	1.0
20002_1510	Non-cancer illness code, self-reported: dyspepsia / indigestion	337159	416	336743	0.00123384	0.994970423798	0.995779620673	1.00663610459	0.00929801867704	0.713711686032	0.237702739379	NA	NA	-0.00116127571012	0.00235337510763	-0.0858792322931	0.174037953072	-0.493451174168	0.689153084398	1.0
20002_1504	Non-cancer illness code, self-reported: anal fissure	337159	167	336992	0.000495315	1.004373281	1.00039961972	1.00746493916	0.00790442192981	0.944400391434	0.172482540766	1.7069424919530383	1.8074351804967346	-0.000159225521692	0.00220285509352	-0.0253969370847	0.351361839623	-0.0722814324741	0.52881102961	1.0
20002_1308	Non-cancer illness code, self-reported: osteomyelitis	337159	524	336635	0.00155416	1.00154395038	1.0106656463	1.00638679429	0.0088662309718	0.720350542065	0.235654596582	4.1366577264537225	5.742562106769948	0.000276246071124	0.00233318968061	0.016874553442	0.142523416878	0.118398462594	0.452875971942	1.0
20002_1437	Non-cancer illness code, self-reported: myasthenia gravis	337159	99	337060	0.00029363	0.994835678231	1.00058499802	0.987171982635	0.00887272520428	-1.44578098268	0.925880679131	NA	NA	0.00209487731416	0.00233081205396	0.523125383873	0.582042176038	0.898775733803	0.184386063975	1.0
20002_1495	Non-cancer illness code, self-reported: lymphoedema	337159	165	336994	0.000489383	0.995820362482	0.997955716705	0.998152687774	0.00860787421725	-0.214607251378	0.58496323006	NA	NA	2.54136977002e-05	0.00227321350028	0.00409540117887	0.366326906012	0.0111796352156	0.495540063737	1.0
20002_1403	Non-cancer illness code, self-reported: female infertility	337159	393	336766	0.00116562	0.998083046842	0.999647901376	1.00773859625	0.0080698960409	0.958946213098	0.168792921106	NA	NA	-0.00279972870439	0.00215284056504	-0.217079871212	0.166922727859	-1.30048121066	0.903281954016	1.0
20002_1563	Non-cancer illness code, self-reported: urticaria	337159	209	336950	0.000619886	1.00613836324	1.00579445899	1.0048011077	0.0079456231298	0.604245585991	0.272840188669	0.7821478651764344	1.2944204861563144	0.000227725967129	0.00200041476725	0.0300175646311	0.263683497855	0.113839375142	0.45468256231	1.0
20002_1616	Non-cancer illness code, self-reported: insomnia	337159	321	336838	0.000952073	0.999353579122	0.994203066663	1.01873432002	0.0081735936721	2.29205423872	0.0109512567822	NA	NA	-0.00218421532593	0.00208177483509	-0.200543066354	0.19113752382	-1.04920824727	0.852958858154	1.0
20002_1136	Non-cancer illness code, self-reported: liver/biliary/pancreas problem	337159	587	336572	0.00174102	1.00781462998	0.999384051495	0.992863639782	0.00783267465543	-0.911101319988	0.818879004487	-0.9132051338010925	1.0023090887556556	0.00228886846182	0.00219231397134	0.127336788777	0.121965165652	1.04404227302	0.148232915979	1.0
20002_1511	Non-cancer illness code, self-reported: abdominal hernia	337159	216	336943	0.000640647	0.999553035919	1.01263561841	0.990809985521	0.00853113383638	-1.07723248229	0.859311791399	NA	NA	0.00197980480719	0.0021404005055	0.253784044092	0.274370227958	0.924969323312	0.177490932349	1.0
20002_1117	Non-cancer illness code, self-reported: other respiratory problems	337159	584	336575	0.00173212	1.0019608314	1.00389354771	1.00371774494	0.0090392457461	0.411289286725	0.340430212139	1.8960043883831281	4.609904633018629	-0.00173202866746	0.00211538644268	-0.0967647484316	0.118182129896	-0.818776480987	0.793543024092	1.0
20002_1509	Non-cancer illness code, self-reported: gastroenteritis/dysentry	337159	97	337062	0.000287698	1.00037183462	1.01048231728	0.993235582975	0.00887238752105	-0.762412260386	0.77709300446	-18.19200413380026	23.861111735770848	0.00300588851957	0.00220772207679	0.763947506422	0.561093255608	1.36153393181	0.0866725089867	1.0
20002_1667	Non-cancer illness code, self-reported: alopecia / hair loss	337159	82	337077	0.000243209	0.99847173306	1.00780284441	1.01480193972	0.0079186220227	1.86925700961	0.0307935330627	NA	NA	-0.00336585419514	0.00206894683957	-0.989058360782	0.607961323056	-1.62684421405	0.94811490573	1.0
20002_1518	Non-cancer illness code, self-reported: erectile dysfunction / impotence	337159	202	336957	0.000599124	0.998087415038	0.994318381921	0.984685613147	0.00762008205155	-2.00974041343	0.977770664865	NA	NA	0.00221378605743	0.00212354210643	0.300360720388	0.288116656405	1.04249689739	0.148590681589	1.0
20002_1606	Non-cancer illness code, self-reported: incisional hernia	337159	66	337093	0.000195753	0.999106081308	1.01186589307	0.999050076995	0.00837062726344	-0.11348289379	0.545176137877	NA	NA	-0.00104832508451	0.00233533119098	-0.371860502775	0.828385625463	-0.448897821672	0.673247316229	1.0
20003_1140866122	Treatment/medication code: bendrofluazide	337159	1805	335354	0.00535356	1.03899158887	1.03992819876	1.00642954788	0.00968737599416	0.663703760692	0.253439965971	0.16489576508364082	0.24844783900528264	0.0035327730535	0.00239674642981	0.0796697239721	0.0540504933667	1.47398698901	0.0702425471791	1.0
20003_1197	Treatment/medication code: evening primrose oil product	337159	748	336411	0.00221854	0.997403535032	0.999634559816	0.993567867522	0.00773038297459	-0.832058709015	0.797312096495	NA	NA	0.00113914369589	0.00207921674818	0.0519723234926	0.0948622424347	0.547871546769	0.291890053612	1.0
20003_1140866738	Treatment/medication code: atenolol	337159	13184	323975	0.0391032	1.13243184626	1.10472146011	1.01552685047	0.00898307307657	1.72845643546	0.0419532125019	0.11724408371164169	0.06783166836391173	0.0190972365103	0.00247188592614	0.100260154133	0.0129773574214	7.72577581689	5.55870689526e-15	1.0
20003_1140879406	Treatment/medication code: ranitidine	337159	5481	331678	0.0162564	1.03062509691	1.0318247578	1.00401013927	0.00842152685677	0.476177222466	0.316974062676	0.13094290864749672	0.274987761845211	0.00511236029989	0.00230653163354	0.049656550514	0.0224034296987	2.21647092351	0.0133296335438	1.0
20003_1140861806	Treatment/medication code: aspirin 75mg tablet	337159	2021	335138	0.0059942	1.00243157112	1.00656633459	0.996191567669	0.00755498598144	-0.504095221444	0.692902767625	-1.5662434468694928	3.10703886932804	0.00257892292376	0.00192344700721	0.0532425023642	0.0397100397554	1.34078189526	0.0899956380111	1.0
20003_1140884516	Treatment/medication code: thyroxine product	337159	3917	333242	0.0116177	1.06319863248	1.03650640192	0.9957739034	0.0119249892766	-0.354389970686	0.638476675137	-0.06687006402182256	0.18869062206338794	0.011632369622	0.00353747085355	0.144832765738	0.0440444813988	3.28832946009	0.000503919117259	1.0
20003_1141191044	Treatment/medication code: levothyroxine sodium	337159	13717	323442	0.0406841	1.26926918596	1.16158907685	1.01996172931	0.0131874228806	1.513694487	0.0650516719266	0.0741329879273172	0.048974868154570056	0.0392074374918	0.00434550702287	0.200467112198	0.0222185202512	9.02252309925	9.19031165122e-20	1.0
20003_1140888578	Treatment/medication code: antihypertensive	337159	61	337098	0.000180924	0.998015923574	1.00880480996	0.995394182042	0.00845716393782	-0.544605495685	0.70698756291	NA	NA	7.96200326752e-06	0.00215596141357	0.00302455855181	0.818993827517	0.00369301751757	0.498526702519	1.0
20003_1141182800	Treatment/medication code: cerazette 75micrograms tablet	337159	847	336312	0.00251217	1.00453544893	1.00692932253	1.00426632082	0.00798137751605	0.534534397003	0.296485929037	0.9406611957484443	1.7597767347108424	-0.000122836013785	0.00203358292173	-0.00506576850672	0.0838651467373	-0.0604037398586	0.524082959939	1.0
20003_1140869176	Treatment/medication code: logynon tablet	337159	141	337018	0.0004182	1.00653842867	1.01952092371	0.983443970524	0.00916610226034	-1.80622351849	0.964558283639	-2.532111355296727	1.4018815109946188	0.00484998799274	0.00227093577272	0.89386126217	0.418537431257	2.1356781865	0.0163528267988	1.0
20003_1140912212	Treatment/medication code: menophase tablet	337159	99	337060	0.00029363	0.995113656923	1.00025874368	0.993380000246	0.00788684071792	-0.839372822456	0.799369935085	NA	NA	0.00124260166281	0.00217183281266	0.310298110283	0.542342439889	0.572144253262	0.283612125389	1.0
20003_1140882782	Treatment/medication code: dermovate cream	337159	514	336645	0.0015245	1.00192638492	0.995946814532	1.01440381305	0.0081723888613	1.76249726937	0.0389926586676	7.477120952172758	4.242344701531132	-0.00380881800875	0.00204530909441	-0.23639208906	0.126940927209	-1.86222122571	0.968714043127	1.0
20003_1140876076	Treatment/medication code: flixonase 50micrograms aqueous nasal spray	337159	1329	335830	0.00394176	1.01692722435	1.0238430247	1.00625286322	0.00833881249517	0.749850559696	0.226672356968	0.3693968417789252	0.4926272801994905	-0.000369520913305	0.00207784312492	-0.0106121222259	0.059672739523	-0.177838696711	0.57057517193	1.0
20003_1140874852	Treatment/medication code: thyroxine sodium	337159	938	336221	0.00278207	1.01689915331	1.01829220535	1.01166309112	0.00812926440212	1.43470436528	0.0756856798795	0.6901583122956073	0.4810456627851256	0.000365919328305	0.0021760201106	0.013894521691	0.0826268422789	0.168159901888	0.433228742666	1.0
20003_1140921814	Treatment/medication code: mirena 52mg intrauterine system	337159	571	336588	0.00169356	0.993738532965	0.994730910469	1.00077275053	0.00780243921485	0.0990396089819	0.460553410633	NA	NA	-0.00109823683231	0.00208109176207	-0.0625025736054	0.118438561894	-0.527721483661	0.70115367009	1.0
20003_1141179992	Treatment/medication code: dovobet ointment	337159	388	336771	0.00115079	1.0049911371	0.999376640485	0.997948275059	0.00808601233263	-0.253737547888	0.600150837951	-0.4110736496130588	1.6200741791429811	0.00165140604444	0.00208537597778	0.129416303803	0.163425374391	0.791898469164	0.21420993983	1.0
20003_1141195232	Treatment/medication code: budesonide+formoterol	337159	238	336921	0.000705898	1.00542291678	1.01224176888	1.02758817934	0.00796903794022	3.46192094339	0.000268167336871	5.087332239527741	1.4695113847824697	-0.00741852658505	0.00195375038193	-0.876059381567	0.230719851403	-3.79706980669	0.999926791716	1.0
20003_1140926592	Treatment/medication code: estraderm mx 25 patch	337159	529	336630	0.00156899	1.00849517177	1.01154376936	1.00452363146	0.00761862058963	0.593759908361	0.276336353743	0.532494407982755	0.8968177212444827	0.000351427535606	0.00198800842804	0.021299509859	0.120490288388	0.176773664865	0.429843087824	1.0
20003_1140870390	Treatment/medication code: ferrous sulphate	337159	1630	335529	0.00483451	1.00934963788	1.00766591306	1.00730617616	0.0087312381234	0.836785808917	0.201356487798	0.7814394795034447	0.9338584273013102	0.00286561671894	0.0022212981889	0.0700155798169	0.0542729526997	1.29006395145	0.0985142273914	1.0
20003_1140862776	Treatment/medication code: clarityn 10mg tablet	337159	289	336870	0.000857162	1.00009910932	1.00434223247	1.00349348252	0.00853306775329	0.409405224495	0.341121153109	35.24877873072117	86.0975303239101	-0.000468400172731	0.00222562917422	-0.0469671033284	0.223166773801	-0.210457419483	0.583344659141	1.0
20003_1140868772	Treatment/medication code: didronel 200mg tablet	337159	118	337041	0.000349983	1.00177255279	1.00462605505	1.00681874071	0.00856096266704	0.79649228476	0.212872979058	3.8468477602038575	4.829736375117546	-0.000405669583334	0.00209483381709	-0.087096891884	0.449758921983	-0.19365239382	0.576775964842	1.0
20003_1141150944	Treatment/medication code: nasonex 0.05% aqueous nasal spray	337159	1690	335469	0.00501247	1.01397799993	1.01139167321	1.00967742057	0.00849276290641	1.13949025455	0.127249365365	0.6923322802968412	0.6075806945553232	-0.00107050633394	0.00208823010077	-0.0254220392084	0.0495906150342	-0.512638110878	0.695897755461	1.0
20003_1140888688	Treatment/medication code: betahistine	337159	1012	336147	0.00300155	1.01429617326	1.01155420777	1.00525754293	0.008231201788	0.638733330194	0.261498213078	0.36775875852672313	0.575762593154253	0.00158306188603	0.00220931870513	0.0565416119532	0.0789093856714	0.716538488699	0.236829455297	1.0
20003_1140926780	Treatment/medication code: adizem-xl plus m/r capsule	337159	242	336917	0.000717762	0.997556852665	1.00580932856	0.989570665343	0.00865221586685	-1.20539464311	0.885974505749	NA	NA	0.00236564103847	0.00223452526588	0.275455780075	0.260188629721	1.05867723878	0.144873398625	1.0
20003_1140870932	Treatment/medication code: ascorbic acid product	337159	70	337089	0.000207617	0.996912383252	1.01000097149	1.00804310798	0.00828824513893	0.970423514591	0.165917716197	NA	NA	-0.00092528073941	0.00206007366053	-0.311861593631	0.694338299078	-0.449149347005	0.673338037703	1.0
20003_1141146188	Treatment/medication code: latanoprost	337159	686	336473	0.00203465	1.0241092071	1.02323402068	1.0047368659	0.00917309809787	0.516386705139	0.302792174719	0.19647539141645184	0.38048111901626575	0.0041858221209	0.00267471628587	0.204945215762	0.130958815372	1.56495929793	0.0587962266277	1.0
20003_1141199858	Treatment/medication code: cardioplen xl 5mg m/r tablet	337159	193	336966	0.00057243	0.992141185902	0.999769461917	0.999992347073	0.00809281275537	-0.000945644831246	0.500377257649	NA	NA	0.000410528342212	0.00206287145781	0.0578962981921	0.290924179338	0.199008203181	0.421128163865	1.0
20003_1140864184	Treatment/medication code: dovonex 50micrograms/g cream	337159	197	336962	0.000584294	1.00105216337	1.00076891027	0.995349201677	0.00832803461817	-0.558450887419	0.711731733816	-4.420224499277741	7.915153505626325	0.000816652922605	0.00239138329284	0.113183047033	0.331430942345	0.341498129994	0.366364306201	1.0
20003_1140882618	Treatment/medication code: diprosalic ointment	337159	143	337016	0.000424132	1.00408175133	1.01017978626	0.996662763029	0.00813880950875	-0.410039941051	0.659111675753	-0.817599285897501	1.9939503546947033	0.00142567344731	0.00225760072662	0.259607227721	0.411096571268	0.631499374758	0.26385702896	1.0
20003_1140861276	Treatment/medication code: lacidipine	337159	365	336794	0.00108258	1.01262240855	1.01809771374	1.01075430281	0.00858775057457	1.25228401931	0.105233194945	0.85200084918556	0.6803575195767665	-0.000844130933658	0.00212930112152	-0.0696103076077	0.175590421045	-0.396435677945	0.654108174835	1.0
20003_1141176670	Treatment/medication code: celebrex 200mg capsule	337159	129	337030	0.000382609	0.993508614771	0.999767979425	1.00381876608	0.0086248793263	0.44276168276	0.328969060655	NA	NA	-0.00107607636554	0.00215342643776	-0.214021109832	0.428295547519	-0.499704260462	0.69135833394	1.0
20003_1140868408	Treatment/medication code: premarin 625micrograms tablet	337159	1406	335753	0.00417014	1.01395046719	1.01251029433	1.00495169956	0.00854585623595	0.579426966701	0.281150556336	0.35494865442251605	0.6125856662200516	0.000820527804515	0.00222121290275	0.0225333354695	0.0609989511769	0.369405293611	0.35591282643	1.0
20003_1140868172	Treatment/medication code: stemetil 5mg tablet	337159	205	336954	0.000608022	1.00624907047	1.01439544955	1.02252321445	0.00809962496675	2.78077250977	0.00271148619449	3.604250350513816	1.2961327608964957	-0.00222039886796	0.00224409787207	-0.297514746559	0.3006902135	-0.989439407077	0.83877589897	1.0
20003_1140882374	Treatment/medication code: co-amoxiclav	337159	77	337082	0.000228379	1.0046063603	1.00583460707	0.989469980077	0.00916197248606	-1.14931800315	0.874787561396	-2.285974011286803	1.9889830360478586	0.00198418837174	0.00246161030809	0.615702601111	0.763848781292	0.80605299922	0.210106145245	1.0
20003_1140874138	Treatment/medication code: ciprofloxacin	337159	128	337031	0.000379643	0.989600536144	0.996349321021	0.994443589877	0.00739532295947	-0.751341104854	0.773776301337	NA	NA	0.00206948709095	0.00198901652753	0.41435629668	0.398244340825	1.04045746343	0.149063708226	1.0
20003_1140860802	Treatment/medication code: coversyl 2mg tablet	337159	117	337042	0.000347017	1.00542329126	1.00764209986	0.993811283209	0.00852510586822	-0.725940168557	0.76606227487	-1.141136718464032	1.5719432094957921	0.00428436098517	0.00234138723484	0.926598223303	0.506382459221	1.82983870478	0.0336370306405	1.0
20003_1140910548	Treatment/medication code: iron sulphate	337159	145	337014	0.000430064	1.0083481684	1.00129552672	1.01521482055	0.00838275180667	1.81501503296	0.0347607996503	1.8225339767687716	1.0041426344511453	-0.00204647916487	0.0021759796506	-0.368252443868	0.391555329708	-0.940486352574	0.826515926622	1.0
20003_1140911636	Treatment/medication code: kalms tablet	337159	87	337072	0.000258038	1.00816265132	1.0143864898	0.991651951384	0.00909843276136	-0.917525999804	0.820566462473	-1.0227128776448624	1.1146418497828479	0.00207197861136	0.00238889275122	0.578466286374	0.666944103945	0.86733848152	0.192878288972	1.0
20003_1140881938	Treatment/medication code: beclomethasone dipropionate+salbutamol	337159	79	337080	0.000234311	0.99689435514	1.00484749422	0.994016001496	0.00782821290649	-0.76441437848	0.777689828539	NA	NA	-0.000921559422539	0.00217204241463	-0.279681655394	0.659187463394	-0.424282424843	0.664320072455	1.0
20003_1141180392	Treatment/medication code: cefalexin	337159	185	336974	0.000548703	1.00339673719	1.00855762213	1.00940497409	0.00830248275411	1.13279056027	0.128651108267	2.7688259519796548	2.444252317312199	-0.00152951971491	0.00215771497477	-0.223606536476	0.315444886068	-0.708860870318	0.760794590244	1.0
20003_1140861088	Treatment/medication code: nifedipine	337159	740	336419	0.00219481	1.01393866161	1.00998309088	0.998465145755	0.00840133848031	-0.182691632823	0.572480009345	-0.1101148939251227	0.6027363827442312	0.00329643360929	0.00213117029668	0.151720133219	0.0980882613299	1.54677156228	0.0609591699237	1.0
20003_1141167932	Treatment/medication code: rizatriptan	337159	261	336898	0.000774115	1.01079035238	1.01808574564	0.998850451346	0.0083384861894	-0.137860593356	0.554824702547	-0.10653485758290379	0.7727723709128262	0.00354764431886	0.00225858191816	0.387575502349	0.246747120863	1.57073971519	0.0581215600506	1.0
20003_1141174424	Treatment/medication code: solaraze 3% gel	337159	72	337087	0.000213549	1.00750491674	1.0164213684	1.01019688011	0.00890812057926	1.14467243886	0.126172436274	1.3586933017725826	1.1869712728647386	-0.000484570142927	0.00216390230887	-0.159377555317	0.711718344531	-0.223933465452	0.588595462384	1.0
20003_1140928274	Treatment/medication code: ropinirole	337159	239	336920	0.000708864	0.99566707115	1.00359943131	0.991284897003	0.00861070054414	-1.01212473386	0.844260791183	NA	NA	0.00154428611474	0.0021513586549	0.181721206517	0.253157421211	0.717818998344	0.236434448807	1.0
20003_1140879494	Treatment/medication code: metoclopramide	337159	404	336755	0.00119825	1.00437521481	1.00624059375	0.994588125001	0.00889667427588	-0.608303151392	0.72850678435	-1.2369392664785777	2.033425708295487	-0.000522194671158	0.00247613001777	-0.0395691712861	0.187628136041	-0.210891458611	0.583514015357	1.0
20003_1141185986	Treatment/medication code: cetraben emollient cream	337159	76	337083	0.000225413	0.998496383604	1.000436694	0.991787764265	0.00941242756331	-0.872488598692	0.808529057337	NA	NA	0.00134210294589	0.0025429851627	0.421205342283	0.798089996862	0.527766722975	0.298830628178	1.0
20003_1140926940	Treatment/medication code: flomax mr 400micrograms m/r capsule	337159	141	337018	0.0004182	1.00304648816	1.00901926249	0.994042177841	0.00837925277955	-0.711020697893	0.761464295087	-1.9556360784985192	2.750462939114478	0.0027763121866	0.00214827070596	0.511679187455	0.395930045103	1.2923474583	0.0981184218008	1.0
20003_1140882722	Treatment/medication code: maxidex eye drops	337159	83	337076	0.000246175	0.998791332173	1.00800230454	1.01163200169	0.00915005714547	1.27124907542	0.101820026363	NA	NA	-0.00173116191632	0.00223643102029	-0.503394996448	0.650319403924	-0.774073468223	0.780556326859	1.0
20003_1140863182	Treatment/medication code: nitrazepam	337159	201	336958	0.000596158	1.00680214031	1.01196432999	0.998918704204	0.00885153736756	-0.122159095241	0.548613489482	-0.1589640536117256	1.3012870903977596	-0.000897918057034	0.00217765906168	-0.122341156237	0.296705612954	-0.412331789138	0.659951874253	1.0
20003_1140884696	Treatment/medication code: clobetasone	337159	109	337050	0.00032329	0.994817575732	0.996526923259	1.00653440523	0.00828312128074	0.788881993988	0.215090490289	NA	NA	-0.00301779004546	0.00228549447088	-0.693650945366	0.525329919072	-1.32041012739	0.906650937929	1.0
20003_1140862952	Treatment/medication code: mucodyne 375mg capsule	337159	123	337036	0.000364813	0.994943423949	0.994143933227	0.987392313022	0.00891712205073	-1.41387399503	0.921300548701	NA	NA	0.00242240809497	0.00218575272431	0.501883677454	0.452852522066	1.1082717949	0.133872226327	1.0
20003_1141187776	Treatment/medication code: nurofen 200mg tablet	337159	196	336963	0.000581328	1.00302983337	1.00440909805	1.00821567312	0.00772516288118	1.06349513244	0.143778735711	2.7115923942526186	2.5496989234301894	-0.00160288350488	0.00213886195173	-0.223111476881	0.297716363941	-0.749409518265	0.7731947921	1.0
20003_1140868064	Treatment/medication code: serc-8 tablet	337159	96	337063	0.000284732	0.995541186944	1.01229994637	1.00639830043	0.00814616200972	0.785437414735	0.216098575643	NA	NA	-0.00135767945918	0.00206820350821	-0.348153008818	0.530354399456	-0.656453513301	0.74423381569	1.0
20003_1140871666	Treatment/medication code: piroxicam	337159	124	337035	0.000367779	1.0064980594	1.02066200489	0.997645747056	0.00849243082734	-0.277217794489	0.609193561574	-0.3623009268035505	1.306918004565392	0.00185642054187	0.00207095591943	0.381956996065	0.426097473137	0.896407559642	0.185017565642	1.0
20003_1141151018	Treatment/medication code: cozaar-comp 50mg/12.5mg tablet	337159	93	337066	0.000275834	1.00687433715	1.00274703436	1.00163941074	0.00825478984945	0.198601148198	0.421287377685	0.2384827375082841	1.2008124810572471	0.00183935005356	0.0021840659386	0.484770938754	0.575622727878	0.842167821519	0.199847011388	1.0
20003_1141181594	Treatment/medication code: estriol product	337159	134	337025	0.000397439	1.00147582035	1.00200482344	0.996677303826	0.00843108749282	-0.39410054478	0.653246595592	-2.2514231966525826	5.712814220825476	0.00284568109739	0.00210606130632	0.547831944807	0.405445171768	1.35118625884	0.0883178876031	1.0
20003_1140922714	Treatment/medication code: dorzolamide	337159	90	337069	0.000266936	0.99567117574	1.00208051637	0.995091477041	0.00866360303737	-0.566568313237	0.714496245881	NA	NA	0.00133265051145	0.00215200828712	0.361315016342	0.583463483295	0.619259005381	0.26787287303	1.0
20003_1140855380	Treatment/medication code: salbuvent 100micrograms inhaler	337159	78	337081	0.000231345	1.00836129841	1.01348922183	1.02368940465	0.00962987447424	2.4599910114	0.00694702477644	2.833220808079252	1.151719983915872	-0.0019446499531	0.0022099769047	-0.596725061495	0.678141895028	-0.879941301179	0.810554445417	1.0
20003_1141190960	Treatment/medication code: tramacet 325mg/37.5mg tablet	337159	109	337050	0.00032329	1.00767878613	1.0220360419	1.02067897367	0.00837068016643	2.4704054216	0.00674800006194	2.6930003411950474	1.0901046110282726	-0.00277849437479	0.00223459882264	-0.638647891581	0.51363135357	-1.24339740388	0.893139286754	1.0
20003_1140864618	Treatment/medication code: zestoretic 10 tablet	337159	76	337083	0.000225413	1.00117945168	1.00863654025	1.00132814416	0.00898785051538	0.147771056187	0.441261726171	1.1260691625182915	7.620363497263937	-0.000171678621105	0.00213228793288	-0.0538795869472	0.669196853611	-0.0805138079422	0.532085692631	1.0
20003_1141151016	Treatment/medication code: losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet	337159	275	336884	0.000815639	1.00664131043	1.01442232904	1.00920713146	0.00854462408885	1.07753499363	0.140620663039	1.386342584239124	1.2865870643983253	-0.00176393614067	0.00204904330209	-0.184413257099	0.214220197979	-0.860858401024	0.805341982398	1.0
20003_1140865716	Treatment/medication code: senna	337159	634	336525	0.00188042	1.02065419439	1.02200456507	0.9975672154	0.00838626232571	-0.290091641009	0.614126934754	-0.11778646770504014	0.4060319259644043	0.00445562400924	0.00221613149393	0.232694518775	0.115737245883	2.01054135165	0.0221869621	1.0
20003_1140911682	Treatment/medication code: selenium ace tablet	337159	460	336699	0.00136434	0.9954386303	0.994747176788	1.00240253225	0.00829343781187	0.289690753189	0.386026415515	NA	NA	0.000203657191866	0.00216258710942	0.0138552283908	0.147125363173	0.0941729426661	0.46248588893	1.0
20003_1140871680	Treatment/medication code: tylex capsule	337159	160	336999	0.000474554	1.01132425798	1.02197458758	1.02261338224	0.00901593425545	2.50815740252	0.0060681296109	1.9968974815229787	0.7961611498212803	-0.00351805890754	0.00242246811254	-0.582007010488	0.400758901779	-1.45226221527	0.926785645318	1.0
20003_1140880956	Treatment/medication code: fentanyl	337159	95	337064	0.000281766	1.00537394299	1.00702751904	1.00376844131	0.00889178405261	0.423811609082	0.335851605501	0.7012432616756705	1.6546107908508862	1.29089981258e-05	0.00220771142998	0.00334032859075	0.571266765851	0.00584723073427	0.497667305729	1.0
20003_1140865394	Treatment/medication code: hyoscine butylbromide	337159	94	337065	0.0002788	1.00919594479	1.02133167629	1.00291174752	0.00793406259881	0.366993262641	0.356812021773	0.31663386256583786	0.8627784071222782	0.000937331398083	0.00215248575154	0.244768733618	0.562086379069	0.435464623824	0.331612605807	1.0
